# BUSCO version is: 3.0.2 
# The lineage dataset is: saccharomycetales_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1711)
# To reproduce this run: python /share/apps/busco/3.0.2b/scripts/run_BUSCO.py -i /srv/scratch/z3452659/BUSCOMP-Jan19/dev/2019-05-07.YeastExample/fasta/SGDR64.2.1.fsa -o SGDR64.2.1 -l /srv/scratch/z3452659/BUSCOMP-Jan19/data/2019-04-25.BUSCO/saccharomycetales_odb9/ -m genome -c 28 -t $TMPDIR/ -sp saccharomyces_cerevisiae_S288C
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092E01CD	Complete	sgdX_YEAST__BK006943	669522	672668	1037.3	832
EOG092E01CN	Complete	sgdIX_YEAST__BK006942	350591	353431	1022.1	743
EOG092E01CV	Complete	sgdIV_YEAST__BK006938	1117126	1120233	947.9	710
EOG092E01EH	Complete	sgdXI_YEAST__BK006944	115500	117986	293.2	452
EOG092E01FI	Complete	sgdXIII_YEAST__BK006946	888952	892221	1546.3	987
EOG092E01GF	Complete	sgdXVI_YEAST__BK006949	861306	864014	1448.4	777
EOG092E01GH	Complete	sgdXV_YEAST__BK006948	633839	636757	1028.2	801
EOG092E01JR	Complete	sgdXII_YEAST__BK006945	151389	153977	503.5	511
EOG092E01K6	Complete	sgdXIV_YEAST__BK006947	91994	94801	1246.5	806
EOG092E01KS	Complete	sgdVII_YEAST__BK006941	187616	190468	1461.8	802
EOG092E01LL	Complete	sgdXVI_YEAST__BK006949	310210	312900	611.3	581
EOG092E01MA	Complete	sgdXI_YEAST__BK006944	454352	457054	1322.1	787
EOG092E01Q5	Complete	sgdVIII_YEAST__BK006934	164978	167434	1064.9	698
EOG092E01QS	Complete	sgdV_YEAST__BK006939	202192	204963	785.6	635
EOG092E01QT	Complete	sgdIV_YEAST__BK006938	937111	940816	1369.7	812
EOG092E01SA	Complete	sgdXIV_YEAST__BK006947	230605	233695	581.4	597
EOG092E01SJ	Complete	sgdV_YEAST__BK006939	295410	298001	1300.3	695
EOG092E01SS	Complete	sgdXIV_YEAST__BK006947	387227	389767	612.3	607
EOG092E01TN	Complete	sgdXII_YEAST__BK006945	617533	620160	1159.5	784
EOG092E01U5	Complete	sgdXIII_YEAST__BK006946	802888	804222	314.1	283
EOG092E01VL	Complete	sgdV_YEAST__BK006939	484788	487193	590.0	542
EOG092E01WO	Complete	sgdIV_YEAST__BK006938	1395121	1397817	750.3	625
EOG092E01YA	Complete	sgdVII_YEAST__BK006941	210416	213667	1377.2	888
EOG092E01Z9	Complete	sgdX_YEAST__BK006943	388385	390853	556.8	545
EOG092E01ZV	Complete	sgdVII_YEAST__BK006941	217524	220922	520.1	781
EOG092E01ZY	Complete	sgdXII_YEAST__BK006945	70633	73146	1166.9	682
EOG092E0201	Complete	sgdX_YEAST__BK006943	270002	272485	832.7	597
EOG092E0217	Complete	sgdXII_YEAST__BK006945	823828	826413	1251.1	764
EOG092E021E	Complete	sgdVII_YEAST__BK006941	84885	87302	795.3	532
EOG092E021H	Complete	sgdIX_YEAST__BK006942	80510	83041	1519.3	693
EOG092E0232	Complete	sgdXIII_YEAST__BK006946	422503	424728	682.2	579
EOG092E0242	Complete	sgdXV_YEAST__BK006948	589942	592587	739.2	583
EOG092E024N	Complete	sgdVII_YEAST__BK006941	443642	446143	1014.3	669
EOG092E024S	Complete	sgdVIII_YEAST__BK006934	349574	352453	921.1	666
EOG092E024Y	Complete	sgdXII_YEAST__BK006945	934414	937233	1382.9	836
EOG092E024Z	Complete	sgdIV_YEAST__BK006938	378874	381438	862.7	627
EOG092E025V	Complete	sgdVIII_YEAST__BK006934	161730	164711	1336.7	755
EOG092E0278	Complete	sgdXI_YEAST__BK006944	296430	299075	632.5	661
EOG092E02CK	Complete	sgdII_YEAST__BK006936	629168	631942	579.5	692
EOG092E02DU	Complete	sgdV_YEAST__BK006939	339864	342167	1349.8	694
EOG092E02E3	Complete	sgdXVI_YEAST__BK006949	624469	626967	850.0	651
EOG092E02EG	Complete	sgdIII_YEAST__BK006937	220457	223228	1533.4	796
EOG092E02EP	Complete	sgdXII_YEAST__BK006945	495429	498044	787.8	736
EOG092E02F4	Complete	sgdII_YEAST__BK006936	96669	100115	916.6	592
EOG092E02F6	Complete	sgdVIII_YEAST__BK006934	242582	245572	799.7	624
EOG092E02FK	Complete	sgdIX_YEAST__BK006942	399777	402689	758.9	589
EOG092E02G6	Complete	sgdXIV_YEAST__BK006947	164623	167097	719.0	595
EOG092E02H9	Complete	sgdXV_YEAST__BK006948	839084	841069	550.5	545
EOG092E02I3	Complete	sgdXII_YEAST__BK006945	377985	380564	661.1	687
EOG092E02J3	Complete	sgdII_YEAST__BK006936	586547	589114	792.7	629
EOG092E02J8	Complete	sgdVII_YEAST__BK006941	1019598	1021853	1168.8	600
EOG092E02K7	Complete	sgdIX_YEAST__BK006942	85366	87837	620.3	614
EOG092E02KA	Complete	sgdXIII_YEAST__BK006946	426712	429627	1415.4	726
EOG092E02KI	Complete	sgdXVI_YEAST__BK006949	121767	125357	1749.8	922
EOG092E02L1	Complete	sgdIV_YEAST__BK006938	400997	403291	527.0	337
EOG092E02MK	Complete	sgdXVI_YEAST__BK006949	716156	718468	564.0	427
EOG092E02NI	Complete	sgdII_YEAST__BK006936	14241	17696	1603.4	945
EOG092E02NK	Complete	sgdXII_YEAST__BK006945	81461	83710	790.3	547
EOG092E02NP	Complete	sgdII_YEAST__BK006936	398614	400890	1080.5	629
EOG092E02O8	Complete	sgdII_YEAST__BK006936	467248	469620	1218.6	610
EOG092E02O9	Complete	sgdV_YEAST__BK006939	410189	412618	1479.4	723
EOG092E02OR	Complete	sgdXII_YEAST__BK006945	147890	150163	1157.7	646
EOG092E02PD	Complete	sgdVIII_YEAST__BK006934	448335	450806	629.9	584
EOG092E02PP	Complete	sgdVI_YEAST__BK006940	162488	164746	1375.3	696
EOG092E02QB	Complete	sgdXIII_YEAST__BK006946	690695	693043	659.9	654
EOG092E02QJ	Complete	sgdVII_YEAST__BK006941	56482	58890	1110.9	671
EOG092E02RT	Complete	sgdXII_YEAST__BK006945	517940	520351	653.3	614
EOG092E02RZ	Complete	sgdIV_YEAST__BK006938	224304	226751	890.2	663
EOG092E02S5	Complete	sgdXIV_YEAST__BK006947	687635	689998	696.8	550
EOG092E02S7	Complete	sgdIV_YEAST__BK006938	971808	974243	1253.5	662
EOG092E02SV	Complete	sgdXVI_YEAST__BK006949	596750	599551	1427.2	722
EOG092E02TB	Complete	sgdIV_YEAST__BK006938	251566	253746	582.0	547
EOG092E02TG	Complete	sgdXVI_YEAST__BK006949	261727	264192	727.4	502
EOG092E02UZ	Complete	sgdVII_YEAST__BK006941	790459	793053	557.7	626
EOG092E02VY	Complete	sgdXIII_YEAST__BK006946	368094	370517	1199.1	656
EOG092E02WD	Complete	sgdIV_YEAST__BK006938	352877	355378	622.2	636
EOG092E02WK	Complete	sgdXII_YEAST__BK006945	849803	852019	727.4	518
EOG092E02XW	Complete	sgdXV_YEAST__BK006948	1015361	1017535	875.5	591
EOG092E02Y9	Complete	sgdV_YEAST__BK006939	133120	135234	951.7	556
EOG092E02YL	Complete	sgdX_YEAST__BK006943	56444	58813	1329.4	670
EOG092E02YQ	Complete	sgdXIV_YEAST__BK006947	593227	595347	1009.3	571
EOG092E030J	Complete	sgdX_YEAST__BK006943	317284	319776	696.8	620
EOG092E0313	Complete	sgdXI_YEAST__BK006944	394726	397134	764.3	497
EOG092E0317	Complete	sgdXV_YEAST__BK006948	554824	558642	1000.3	839
EOG092E031K	Complete	sgdXII_YEAST__BK006945	427329	429386	581.5	470
EOG092E031N	Complete	sgdXII_YEAST__BK006945	912550	914892	1043.7	613
EOG092E031P	Complete	sgdXVI_YEAST__BK006949	610481	612724	1087.8	554
EOG092E031T	Complete	sgdVIII_YEAST__BK006934	246193	248337	1248.3	625
EOG092E031V	Complete	sgdIII_YEAST__BK006937	44623	46905	606.5	681
EOG092E0327	Complete	sgdV_YEAST__BK006939	527082	529418	1401.9	670
EOG092E0335	Complete	sgdIX_YEAST__BK006942	235724	237760	711.9	500
EOG092E033G	Complete	sgdXII_YEAST__BK006945	74270	76747	417.6	434
EOG092E033N	Complete	sgdII_YEAST__BK006936	174920	177526	1346.2	695
EOG092E033V	Complete	sgdXIII_YEAST__BK006946	192788	194800	772.1	510
EOG092E033Y	Complete	sgdX_YEAST__BK006943	411179	414196	1131.8	589
EOG092E034B	Complete	sgdII_YEAST__BK006936	445062	447323	506.4	464
EOG092E034C	Complete	sgdXII_YEAST__BK006945	105686	107851	546.7	405
EOG092E034E	Complete	sgdXII_YEAST__BK006945	691555	693882	1135.2	631
EOG092E034P	Complete	sgdXVI_YEAST__BK006949	329606	331699	852.0	479
EOG092E035J	Fragmented	sgdXII_YEAST__BK006945	692162	704024	969.8	596
EOG092E035K	Complete	sgdII_YEAST__BK006936	177874	181275	1248.3	760
EOG092E035M	Complete	sgdX_YEAST__BK006943	698326	700614	1100.9	629
EOG092E036K	Complete	sgdVII_YEAST__BK006941	446412	448535	1218.7	611
EOG092E036M	Complete	sgdXV_YEAST__BK006948	644566	646896	852.2	621
EOG092E036O	Complete	sgdXV_YEAST__BK006948	397735	400104	480.1	519
EOG092E036U	Complete	sgdVII_YEAST__BK006941	899904	902270	842.6	596
EOG092E0373	Complete	sgdXVI_YEAST__BK006949	799234	802017	644.5	623
EOG092E0387	Complete	sgdXI_YEAST__BK006944	243220	245373	1148.2	593
EOG092E038Z	Complete	sgdVIII_YEAST__BK006934	493896	496187	531.7	536
EOG092E0395	Complete	sgdIV_YEAST__BK006938	1447830	1450073	268.8	464
EOG092E03AH	Complete	sgdIX_YEAST__BK006942	113806	116904	717.3	768
EOG092E03AP	Complete	sgdVII_YEAST__BK006941	230243	232348	389.4	527
EOG092E03AU	Complete	sgdXIII_YEAST__BK006946	718575	720653	729.2	439
EOG092E03B7	Complete	sgdXV_YEAST__BK006948	531508	533793	483.0	406
EOG092E03BJ	Complete	sgdX_YEAST__BK006943	330431	333073	312.6	459
EOG092E03BN	Complete	sgdIV_YEAST__BK006938	931129	933210	1109.0	593
EOG092E03DX	Complete	sgdXI_YEAST__BK006944	159456	161342	626.3	456
EOG092E03E3	Complete	sgdX_YEAST__BK006943	507746	510085	805.6	585
EOG092E03EA	Complete	sgdII_YEAST__BK006936	151175	153610	577.7	459
EOG092E03EO	Complete	sgdXII_YEAST__BK006945	715089	717026	949.4	545
EOG092E03EW	Complete	sgdXII_YEAST__BK006945	893628	896270	758.7	534
EOG092E03EX	Complete	sgdXII_YEAST__BK006945	382471	384534	622.1	533
EOG092E03G9	Complete	sgdIV_YEAST__BK006938	324047	326149	517.7	613
EOG092E03GB	Complete	sgdXVI_YEAST__BK006949	355700	357676	709.7	491
EOG092E03GN	Complete	sgdXVI_YEAST__BK006949	273255	275867	898.9	589
EOG092E03GO	Complete	sgdII_YEAST__BK006936	270947	273703	970.5	715
EOG092E03GS	Complete	sgdXVI_YEAST__BK006949	631515	633761	524.3	448
EOG092E03GY	Complete	sgdXVI_YEAST__BK006949	345557	347389	692.2	441
EOG092E03IY	Complete	sgdVII_YEAST__BK006941	687899	689965	420.7	466
EOG092E03KG	Complete	sgdII_YEAST__BK006936	616127	618523	964.2	574
EOG092E03KL	Complete	sgdXV_YEAST__BK006948	326832	329033	757.1	512
EOG092E03LD	Complete	sgdXVI_YEAST__BK006949	835235	837413	327.7	318
EOG092E03LO	Complete	sgdXVI_YEAST__BK006949	864449	866422	459.9	290
EOG092E03M4	Complete	sgdVIII_YEAST__BK006934	346043	349285	713.2	643
EOG092E03OE	Complete	sgdXIII_YEAST__BK006946	392755	394788	630.4	490
EOG092E03P3	Complete	sgdX_YEAST__BK006943	76803	79262	500.9	329
EOG092E03PZ	Complete	sgdI_YEAST__BK006935	110846	113359	930.8	572
EOG092E03SL	Complete	sgdXVI_YEAST__BK006949	893797	895764	508.7	552
EOG092E03TG	Complete	sgdII_YEAST__BK006936	318266	320275	856.7	511
EOG092E03TW	Complete	sgdVII_YEAST__BK006941	53787	55796	894.9	544
EOG092E03UC	Complete	sgdXII_YEAST__BK006945	609783	611753	820.0	525
EOG092E03VN	Complete	sgdV_YEAST__BK006939	86937	89852	1164.2	676
EOG092E03W3	Complete	sgdVII_YEAST__BK006941	293460	295637	896.0	554
EOG092E03WW	Complete	sgdVIII_YEAST__BK006934	36379	38409	780.8	494
EOG092E03X5	Complete	sgdXVI_YEAST__BK006949	495506	497719	720.7	477
EOG092E03XD	Complete	sgdIV_YEAST__BK006938	1151803	1153626	1082.6	541
EOG092E03XV	Complete	sgdXII_YEAST__BK006945	134302	136299	397.7	478
EOG092E03Y9	Complete	sgdVI_YEAST__BK006940	107852	109930	300.8	343
EOG092E03YY	Complete	sgdVIII_YEAST__BK006934	183906	186994	987.7	537
EOG092E03Z1	Complete	sgdXVI_YEAST__BK006949	370978	372921	1102.1	563
EOG092E03Z4	Complete	sgdVII_YEAST__BK006941	301537	303411	487.6	458
EOG092E0406	Complete	sgdII_YEAST__BK006936	757620	760043	421.2	427
EOG092E040B	Complete	sgdII_YEAST__BK006936	360652	362514	405.3	314
EOG092E040U	Complete	sgdII_YEAST__BK006936	105316	107406	622.2	344
EOG092E042B	Complete	sgdXVI_YEAST__BK006949	179277	181115	309.3	281
EOG092E042C	Complete	sgdV_YEAST__BK006939	160550	162442	648.4	410
EOG092E042R	Complete	sgdXI_YEAST__BK006944	186460	188640	773.6	553
EOG092E0440	Complete	sgdXIV_YEAST__BK006947	332597	334867	962.9	460
EOG092E044I	Complete	sgdX_YEAST__BK006943	445923	448025	820.5	610
EOG092E044T	Complete	sgdXIII_YEAST__BK006946	451632	453479	594.4	441
EOG092E046J	Complete	sgdXI_YEAST__BK006944	439912	442722	1225.4	626
EOG092E046S	Complete	sgdXIV_YEAST__BK006947	640396	642381	988.5	548
EOG092E047D	Complete	sgdIV_YEAST__BK006938	1196679	1198697	342.5	362
EOG092E047E	Complete	sgdIV_YEAST__BK006938	126787	130002	1548.4	849
EOG092E047O	Complete	sgdXII_YEAST__BK006945	726069	728051	630.5	448
EOG092E0480	Complete	sgdXV_YEAST__BK006948	1007221	1009116	836.6	490
EOG092E048E	Complete	sgdXV_YEAST__BK006948	624729	626492	416.5	321
EOG092E048W	Complete	sgdIV_YEAST__BK006938	626708	628534	1148.6	554
EOG092E049H	Complete	sgdII_YEAST__BK006936	625772	628309	1158.3	657
EOG092E04AE	Complete	sgdI_YEAST__BK006935	156671	158619	733.6	441
EOG092E04AK	Complete	sgdXIV_YEAST__BK006947	34696	37422	1000.0	622
EOG092E04BB	Complete	sgdII_YEAST__BK006936	480599	483367	1136.1	574
EOG092E04C1	Complete	sgdVIII_YEAST__BK006934	59123	62563	667.4	601
EOG092E04D6	Complete	sgdXIII_YEAST__BK006946	335298	337307	407.4	435
EOG092E04DY	Complete	sgdXVI_YEAST__BK006949	503060	506312	795.4	496
EOG092E04F6	Complete	sgdX_YEAST__BK006943	272827	274698	533.0	482
EOG092E04HT	Complete	sgdVIII_YEAST__BK006934	330310	332067	125.6	231
EOG092E04I8	Complete	sgdXIII_YEAST__BK006946	838187	839995	563.8	505
EOG092E04J8	Complete	sgdXIII_YEAST__BK006946	822763	824631	712.5	468
EOG092E04JD	Complete	sgdVII_YEAST__BK006941	112475	114664	535.1	394
EOG092E04JY	Complete	sgdXIII_YEAST__BK006946	466300	468162	409.0	280
EOG092E04KX	Complete	sgdX_YEAST__BK006943	102227	104428	655.8	536
EOG092E04LQ	Complete	sgdX_YEAST__BK006943	381327	383375	1126.5	560
EOG092E04N8	Complete	sgdXV_YEAST__BK006948	1029183	1030994	743.1	478
EOG092E04NS	Complete	sgdIX_YEAST__BK006942	357415	360396	925.8	569
EOG092E04O0	Complete	sgdX_YEAST__BK006943	417562	419562	990.5	589
EOG092E04O2	Complete	sgdIV_YEAST__BK006938	948518	950284	496.6	431
EOG092E04P9	Complete	sgdVIII_YEAST__BK006934	338083	339984	721.3	546
EOG092E04PP	Complete	sgdXI_YEAST__BK006944	635851	638286	356.7	320
EOG092E04Q1	Complete	sgdXIII_YEAST__BK006946	782620	784281	363.4	400
EOG092E04QK	Complete	sgdVII_YEAST__BK006941	872044	875109	645.6	601
EOG092E04QW	Complete	sgdXV_YEAST__BK006948	357674	359947	904.8	447
EOG092E04QY	Complete	sgdXII_YEAST__BK006945	642627	644336	755.1	443
EOG092E04R8	Complete	sgdII_YEAST__BK006936	576344	578086	732.9	447
EOG092E04RQ	Complete	sgdIV_YEAST__BK006938	786306	789221	662.2	692
EOG092E04S1	Complete	sgdVIII_YEAST__BK006934	143996	146062	1120.9	554
EOG092E04S7	Complete	sgdIV_YEAST__BK006938	341619	343985	967.0	688
EOG092E04SA	Complete	sgdXVI_YEAST__BK006949	88517	90316	342.5	420
EOG092E04SB	Complete	sgdIV_YEAST__BK006938	1052623	1054647	418.5	475
EOG092E04TO	Complete	sgdXI_YEAST__BK006944	208247	210130	655.6	482
EOG092E04U9	Complete	sgdXVI_YEAST__BK006949	493543	495246	631.3	406
EOG092E04UQ	Complete	sgdVII_YEAST__BK006941	596693	598621	621.3	444
EOG092E04V5	Complete	sgdVIII_YEAST__BK006934	181977	183704	927.2	493
EOG092E04W0	Complete	sgdXIII_YEAST__BK006946	892988	895426	825.2	646
EOG092E04WV	Complete	sgdII_YEAST__BK006936	662995	664677	631.6	443
EOG092E04WX	Complete	sgdIII_YEAST__BK006937	65593	68333	1186.4	675
EOG092E04XT	Complete	sgdX_YEAST__BK006943	436802	438610	650.8	395
EOG092E04YW	Complete	sgdII_YEAST__BK006936	724456	726540	314.7	360
EOG092E04ZD	Complete	sgdXV_YEAST__BK006948	790211	792241	827.8	543
EOG092E0508	Complete	sgdXI_YEAST__BK006944	631152	632801	995.4	486
EOG092E050E	Complete	sgdIV_YEAST__BK006938	1441433	1443403	820.3	496
EOG092E0513	Complete	sgdVII_YEAST__BK006941	328874	330607	480.7	398
EOG092E0517	Complete	sgdIV_YEAST__BK006938	1303174	1305072	542.0	426
EOG092E0522	Complete	sgdXI_YEAST__BK006944	586789	589305	762.2	576
EOG092E052A	Complete	sgdVIII_YEAST__BK006934	482005	483837	629.1	452
EOG092E053R	Complete	sgdXVI_YEAST__BK006949	130162	132228	572.4	451
EOG092E0541	Complete	sgdIV_YEAST__BK006938	1267471	1269402	454.8	418
EOG092E054K	Complete	sgdII_YEAST__BK006936	395383	398277	954.2	776
EOG092E054Q	Complete	sgdXII_YEAST__BK006945	847388	849124	427.7	300
EOG092E054U	Complete	sgdV_YEAST__BK006939	40046	41953	676.5	377
EOG092E054Z	Complete	sgdIX_YEAST__BK006942	61013	62728	358.3	400
EOG092E056D	Complete	sgdXIV_YEAST__BK006947	260627	263203	651.5	541
EOG092E0572	Complete	sgdXVI_YEAST__BK006949	33013	34947	298.9	364
EOG092E0574	Complete	sgdVI_YEAST__BK006940	145114	146934	707.8	488
EOG092E057O	Complete	sgdXIV_YEAST__BK006947	110917	112902	518.0	478
EOG092E058D	Complete	sgdVII_YEAST__BK006941	314631	316553	974.3	551
EOG092E058X	Complete	sgdV_YEAST__BK006939	330576	332306	589.1	430
EOG092E059B	Complete	sgdXI_YEAST__BK006944	485144	487372	762.4	533
EOG092E059S	Complete	sgdXIII_YEAST__BK006946	78335	79690	382.3	303
EOG092E05AB	Complete	sgdVII_YEAST__BK006941	82878	84257	242.4	240
EOG092E05DD	Complete	sgdVIII_YEAST__BK006934	509363	511837	916.9	520
EOG092E05DP	Complete	sgdXV_YEAST__BK006948	564476	566191	858.3	491
EOG092E05DQ	Complete	sgdIV_YEAST__BK006938	1254937	1256847	642.6	438
EOG092E05F1	Complete	sgdIV_YEAST__BK006938	1342493	1344241	434.7	326
EOG092E05FO	Complete	sgdXIII_YEAST__BK006946	478301	480190	266.7	315
EOG092E05H5	Complete	sgdV_YEAST__BK006939	128825	130561	937.4	490
EOG092E05HV	Complete	sgdXVI_YEAST__BK006949	148569	150191	593.2	421
EOG092E05I1	Complete	sgdXV_YEAST__BK006948	649303	651732	1211.2	677
EOG092E05IQ	Complete	sgdV_YEAST__BK006939	34380	36254	610.1	438
EOG092E05IW	Complete	sgdXII_YEAST__BK006945	154343	156334	801.9	532
EOG092E05JS	Complete	sgdV_YEAST__BK006939	285241	286914	889.8	465
EOG092E05JT	Complete	sgdXIV_YEAST__BK006947	537430	539819	423.8	334
EOG092E05JY	Complete	sgdVIII_YEAST__BK006934	488657	490396	716.3	423
EOG092E05KB	Complete	sgdXVI_YEAST__BK006949	819765	821423	539.0	388
EOG092E05KC	Complete	sgdIV_YEAST__BK006938	574164	575783	503.9	404
EOG092E05KK	Complete	sgdIV_YEAST__BK006938	1131001	1133070	540.0	409
EOG092E05KQ	Complete	sgdIII_YEAST__BK006937	128470	130281	611.6	330
EOG092E05L7	Complete	sgdVII_YEAST__BK006941	414102	415730	337.2	306
EOG092E05MH	Complete	sgdXIV_YEAST__BK006947	295960	297627	424.2	399
EOG092E05MI	Complete	sgdV_YEAST__BK006939	182600	184219	463.5	406
EOG092E05MO	Complete	sgdVI_YEAST__BK006940	208413	210068	731.3	374
EOG092E05NH	Complete	sgdXIV_YEAST__BK006947	447611	449374	414.1	424
EOG092E05NY	Complete	sgdXVI_YEAST__BK006949	548486	550306	326.0	371
EOG092E05O2	Complete	sgdVIII_YEAST__BK006934	51111	52988	263.2	279
EOG092E05O6	Complete	sgdXIV_YEAST__BK006947	274368	276044	425.6	444
EOG092E05OW	Complete	sgdXIII_YEAST__BK006946	899379	901307	651.6	466
EOG092E05P8	Complete	sgdXII_YEAST__BK006945	543968	545698	722.2	448
EOG092E05QU	Complete	sgdXVI_YEAST__BK006949	228659	230838	630.2	449
EOG092E05RC	Complete	sgdIV_YEAST__BK006938	1418550	1420250	644.8	399
EOG092E05RD	Complete	sgdII_YEAST__BK006936	612236	613900	1013.8	500
EOG092E05RK	Complete	sgdXI_YEAST__BK006944	349463	351013	191.5	298
EOG092E05RM	Complete	sgdIV_YEAST__BK006938	887232	888911	1051.2	517
EOG092E05RR	Complete	sgdX_YEAST__BK006943	231301	233760	840.2	614
EOG092E05S0	Complete	sgdXIII_YEAST__BK006946	231149	233143	627.0	374
EOG092E05S7	Complete	sgdXV_YEAST__BK006948	738924	741632	1107.1	649
EOG092E05SD	Complete	sgdXIII_YEAST__BK006946	135500	137158	812.1	468
EOG092E05SF	Complete	sgdXIV_YEAST__BK006947	695595	697484	485.5	404
EOG092E05SQ	Complete	sgdXIV_YEAST__BK006947	84169	85815	584.8	441
EOG092E05T0	Complete	sgdXV_YEAST__BK006948	491123	492841	559.4	378
EOG092E05T9	Complete	sgdX_YEAST__BK006943	221390	223327	494.7	315
EOG092E05TM	Complete	sgdXIII_YEAST__BK006946	861922	863520	832.6	418
EOG092E05TZ	Complete	sgdII_YEAST__BK006936	182401	184125	537.2	444
EOG092E05U1	Complete	sgdXII_YEAST__BK006945	260979	262766	913.1	518
EOG092E05U6	Complete	sgdXVI_YEAST__BK006949	384773	386446	1020.7	481
EOG092E05V6	Complete	sgdV_YEAST__BK006939	223367	225199	1136.1	560
EOG092E05VA	Complete	sgdXVI_YEAST__BK006949	76669	79353	564.6	400
EOG092E05VD	Complete	sgdVII_YEAST__BK006941	492474	494174	663.4	391
EOG092E05VL	Complete	sgdV_YEAST__BK006939	73771	75327	623.8	398
