# BUSCO version is: 3.0.2 
# The lineage dataset is: saccharomycetales_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1711)
# To reproduce this run: python /share/apps/busco/3.0.2b/scripts/run_BUSCO.py -i /srv/scratch/z3452659/BUSCOMP-Jan19/dev/2019-05-07.YeastExample/fasta/MBG344WTDBG2.fsa -o MBG344WTDBG2 -l /srv/scratch/z3452659/BUSCOMP-Jan19/data/2019-04-25.BUSCO/saccharomycetales_odb9/ -m genome -c 28 -t $TMPDIR/ -sp saccharomyces_cerevisiae_S288C
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092E02EG	Complete	ctg13	237150	274091	1447.2	1134
EOG092E02EP	Complete	ctg10	573847	576431	663.5	716
EOG092E02F4	Complete	ctg4	88463	91909	916.6	592
EOG092E02F6	Complete	ctg12	259805	264723	702.8	556
EOG092E02FK	Complete	ctg16	374558	384019	651.6	568
EOG092E02G6	Complete	ctg5	612874	615348	719.0	595
EOG092E02H9	Complete	ctg2	833915	840881	495.8	524
EOG092E02I3	Complete	ctg14	83138	85717	661.1	687
EOG092E02J3	Complete	ctg4	578179	580746	792.7	629
EOG092E02J8	Complete	ctg8	1016741	1020626	1071.2	600
EOG092E02K7	Complete	ctg16	62669	65020	368.9	486
EOG092E02KA	Complete	ctg6	252722	260267	1157.3	654
EOG092E02KI	Complete	ctg3	822828	826416	1647.5	892
EOG092E02L1	Complete	ctg1	394376	421882	451.8	411
EOG092E02MK	Fragmented	ctg3	224966	236499	504.1	348
EOG092E02NI	Complete	ctg4	6077	9532	1601.8	945
EOG092E02NK	Complete	ctg14	379823	382072	790.3	547
EOG092E02NP	Complete	ctg4	390328	392604	1080.5	629
EOG092E02O8	Complete	ctg4	458929	461301	1218.6	610
EOG092E02O9	Complete	ctg11	173118	175548	1444.3	661
EOG092E02OR	Complete	ctg14	313389	315662	1157.7	646
EOG092E02PD	Complete	ctg12	467420	469891	629.9	584
EOG092E02PP	Complete	ctg15	155988	158246	1375.3	696
EOG092E02QB	Complete	ctg6	521335	523539	657.3	654
EOG092E02QJ	Complete	ctg8	55540	57948	1110.9	671
EOG092E02RT	Complete	ctg10	551541	554286	659.4	614
EOG092E02RZ	Complete	ctg1	222722	225169	890.2	663
EOG092E02S5	Complete	ctg5	85072	94055	650.7	530
EOG092E02S7	Complete	ctg1	973397	978816	1171.4	650
EOG092E02SV	Complete	ctg3	344354	351624	1318.2	716
EOG092E02TB	Fragmented	ctg1	246985	257150	370.3	408
EOG092E02TG	Complete	ctg3	684035	686539	727.2	502
EOG092E02UZ	Complete	ctg8	784204	796585	497.3	636
EOG092E02VY	Complete	ctg6	193813	205907	916.0	538
EOG092E02WD	Complete	ctg1	351258	353759	622.2	636
EOG092E02WK	Complete	ctg10	215092	227042	602.7	474
EOG092E02XW	Fragmented	ctg2	1010227	1021938	306.8	353
EOG092E02Y9	Complete	ctg11	450386	452500	951.7	556
EOG092E02YL	Complete	ctg7	680278	684235	1318.6	666
EOG092E02YQ	Complete	ctg5	179719	187004	851.5	567
EOG092E030J	Complete	ctg7	420985	423477	696.8	620
EOG092E0313	Complete	ctg9	392111	394519	755.2	494
EOG092E0317	Fragmented	ctg2	549740	560589	874.9	782
EOG092E031K	Complete	ctg14	34311	36368	581.5	470
EOG092E031N	Complete	ctg10	152325	164557	902.8	604
EOG092E031P	Complete	ctg3	335656	337897	922.1	492
EOG092E031T	Complete	ctg12	261734	272433	1163.2	621
EOG092E031V	Complete	ctg13	40834	43115	622.8	702
EOG092E0327	Complete	ctg11	45481	47223	1046.9	498
EOG092E0335	Complete	ctg16	212780	214816	711.9	500
EOG092E033G	Complete	ctg14	386649	389257	418.0	434
EOG092E033N	Complete	ctg4	166702	169308	1346.2	695
EOG092E033V	Missing
EOG092E033Y	Complete	ctg7	322390	334512	1122.6	582
EOG092E034B	Complete	ctg4	436755	439016	506.4	464
EOG092E034C	Complete	ctg14	355689	357854	546.7	405
EOG092E034E	Complete	ctg10	378155	380482	1135.2	631
EOG092E034P	Missing
EOG092E035J	Fragmented	ctg10	368013	379875	883.2	561
EOG092E035K	Complete	ctg4	169656	173057	1248.3	760
EOG092E035M	Complete	ctg7	40135	42423	1100.9	629
EOG092E036K	Complete	ctg8	442519	447332	924.3	529
EOG092E036M	Missing
EOG092E036O	Complete	ctg2	397743	400112	480.1	519
EOG092E036U	Complete	ctg8	898699	901065	842.6	596
EOG092E0373	Complete	ctg3	146487	149221	622.3	609
EOG092E0387	Duplicated	ctg6	265423	274407	825.1	543
EOG092E0387	Duplicated	ctg9	235687	245144	835.0	526
EOG092E038Z	Complete	ctg12	512958	515249	531.7	536
EOG092E0395	Complete	ctg1	1449557	1451800	268.8	464
EOG092E03AH	Fragmented	ctg16	90982	99061	608.0	615
EOG092E03AP	Complete	ctg8	229206	231311	389.4	527
EOG092E03AU	Complete	ctg6	549060	551137	728.8	439
EOG092E03B7	Fragmented	ctg2	526461	538079	370.0	341
EOG092E03BJ	Complete	ctg7	407690	410331	303.2	533
EOG092E03BN	Complete	ctg1	932741	934822	1109.0	593
EOG092E03DX	Complete	ctg9	156935	158820	557.1	433
EOG092E03E3	Complete	ctg7	226659	232928	731.7	541
EOG092E03EA	Complete	ctg4	143281	145397	512.4	422
EOG092E03EO	Complete	ctg10	355011	356948	949.4	545
EOG092E03EW	Complete	ctg10	175855	178496	759.5	534
EOG092E03EX	Missing
EOG092E03G9	Complete	ctg1	322429	324531	517.7	613
EOG092E03GB	Complete	ctg3	590594	592570	709.7	491
EOG092E03GN	Complete	ctg3	668626	676918	717.0	532
EOG092E03GO	Complete	ctg4	262741	265497	970.5	715
EOG092E03GS	Complete	ctg3	314620	316866	524.3	448
EOG092E03GY	Complete	ctg3	600875	602707	692.2	441
EOG092E03IY	Complete	ctg8	686702	688768	420.7	466
EOG092E03KG	Complete	ctg4	607750	613189	938.6	555
EOG092E03KL	Fragmented	ctg2	325405	334060	682.2	480
EOG092E03LD	Complete	ctg3	111044	112894	330.8	320
EOG092E03LO	Complete	ctg3	81877	83985	460.0	290
EOG092E03M4	Complete	ctg12	365158	368398	643.5	532
EOG092E03OE	Complete	ctg6	219482	230418	521.1	549
EOG092E03P3	Complete	ctg7	520723	668870	532.1	851
EOG092E03PZ	Complete	ctg17	105363	114126	828.3	538
EOG092E03SL	Complete	ctg3	48787	59127	500.8	602
EOG092E03TG	Complete	ctg4	310043	312052	856.7	511
EOG092E03TW	Missing
EOG092E03UC	Complete	ctg10	460233	462203	820.0	525
EOG092E03VN	Complete	ctg11	491582	498676	1020.7	632
EOG092E03W3	Fragmented	ctg8	287465	299267	676.2	423
EOG092E03WW	Complete	ctg12	31671	33701	780.8	494
EOG092E03X5	Complete	ctg3	450609	452822	720.7	477
EOG092E03XD	Complete	ctg12	303974	305827	830.9	539
EOG092E03XV	Complete	ctg14	327251	329248	397.7	478
EOG092E03Y9	Complete	ctg15	101348	103426	300.8	343
EOG092E03YY	Missing
EOG092E03Z1	Complete	ctg3	571603	577303	1038.2	598
EOG092E03Z4	Complete	ctg8	300443	305288	357.7	417
EOG092E0406	Complete	ctg4	749171	752728	416.1	373
EOG092E040B	Complete	ctg4	352407	354623	405.6	314
EOG092E040U	Complete	ctg4	97109	99199	622.2	344
EOG092E042B	Complete	ctg3	762778	773918	228.1	257
EOG092E042C	Complete	ctg11	423005	429652	527.1	407
EOG092E042R	Complete	ctg9	183933	186113	773.6	553
EOG092E0440	Complete	ctg5	445134	447403	879.9	460
EOG092E044I	Fragmented	ctg7	287762	294851	721.4	546
EOG092E044T	Complete	ctg6	282264	284111	594.4	441
EOG092E046J	Complete	ctg9	437298	440108	1225.4	626
EOG092E046S	Fragmented	ctg5	132677	144108	882.1	507
EOG092E047D	Fragmented	ctg1	1193651	1200663	146.8	222
EOG092E047E	Complete	ctg1	125234	128447	1546.7	812
EOG092E047O	Complete	ctg10	343990	345971	537.6	412
EOG092E0480	Complete	ctg2	1006951	1008846	836.6	490
EOG092E048E	Complete	ctg2	624631	626394	416.5	321
EOG092E048W	Complete	ctg1	628535	630361	1148.6	554
EOG092E049H	Complete	ctg4	612497	624809	988.7	582
EOG092E04AE	Complete	ctg17	61345	63210	734.1	441
EOG092E04AK	Fragmented	ctg5	737513	747982	885.0	530
EOG092E04BB	Complete	ctg4	472275	475043	1136.1	574
EOG092E04C1	Complete	ctg12	54416	57857	667.8	601
EOG092E04D6	Complete	ctg6	166045	168053	407.5	432
EOG092E04DY	Complete	ctg3	442023	448893	674.5	515
EOG092E04F6	Complete	ctg7	465932	467930	533.0	481
EOG092E04HT	Complete	ctg12	349338	351189	105.8	155
EOG092E04I8	Missing
EOG092E04J8	Fragmented	ctg6	649265	660074	458.0	338
EOG092E04JD	Missing
EOG092E04JY	Complete	ctg6	296931	298793	409.0	280
EOG092E04KX	Complete	ctg7	636259	638462	656.1	535
EOG092E04LQ	Complete	ctg7	357289	359533	1123.5	560
EOG092E04N8	Fragmented	ctg2	1024048	1035439	555.5	393
EOG092E04NS	Complete	ctg16	334444	337425	925.8	569
EOG092E04O0	Complete	ctg7	321207	323207	990.5	589
EOG092E04O2	Complete	ctg1	950120	951886	496.6	431
EOG092E04P9	Complete	ctg12	357204	359105	721.3	546
EOG092E04PP	Complete	ctg9	633176	635611	356.7	320
EOG092E04Q1	Complete	ctg6	611430	614738	312.9	389
EOG092E04QK	Complete	ctg8	865886	876993	608.8	565
EOG092E04QW	Complete	ctg2	357694	359967	904.8	447
EOG092E04QY	Complete	ctg10	427665	432912	655.3	425
EOG092E04R8	Fragmented	ctg4	562992	573804	600.3	377
EOG092E04RQ	Complete	ctg1	788025	790963	616.6	596
EOG092E04S1	Complete	ctg12	136403	141953	1054.7	551
EOG092E04S7	Complete	ctg1	339995	342361	967.0	688
EOG092E04SA	Complete	ctg3	857817	859616	342.5	420
EOG092E04SB	Complete	ctg1	1054646	1056670	418.5	475
EOG092E04TO	Fragmented	ctg9	201009	212592	492.0	401
EOG092E04U9	Fragmented	ctg3	448085	454784	474.5	331
EOG092E04UQ	Complete	ctg8	594878	597443	621.4	444
EOG092E04V5	Missing
EOG092E04W0	Complete	ctg6	718454	726130	726.7	603
EOG092E04WV	Complete	ctg4	654603	656285	631.6	443
EOG092E04WX	Complete	ctg13	61786	64525	1186.4	675
EOG092E04XT	Complete	ctg7	302163	303971	650.8	395
EOG092E04YW	Complete	ctg4	716043	718126	315.0	365
EOG092E04ZD	Missing
EOG092E0508	Complete	ctg9	628479	630128	995.4	486
EOG092E050E	Complete	ctg1	1443160	1445130	820.3	496
EOG092E0513	Complete	ctg8	322791	333347	448.6	386
EOG092E0517	Complete	ctg1	1305129	1307027	542.0	426
EOG092E0522	Complete	ctg9	584136	586652	762.2	576
EOG092E052A	Complete	ctg12	501076	504501	561.0	406
EOG092E053R	Complete	ctg3	815960	818024	479.9	419
EOG092E0541	Complete	ctg1	1264448	1276080	438.4	415
EOG092E054K	Complete	ctg4	387098	389991	881.8	759
EOG092E054Q	Complete	ctg10	222983	224719	427.7	300
EOG092E054U	Fragmented	ctg11	543653	550430	580.7	346
EOG092E054Z	Complete	ctg16	38203	39913	255.2	377
EOG092E056D	Complete	ctg5	513178	519199	523.7	540
EOG092E0572	Complete	ctg3	913143	915077	298.9	364
EOG092E0574	Complete	ctg15	138614	140434	707.8	488
EOG092E057O	Fragmented	ctg5	662076	669034	325.8	440
EOG092E058D	Complete	ctg8	311741	319262	818.8	539
EOG092E058X	Complete	ctg11	253451	255145	588.8	407
EOG092E059B	Complete	ctg9	482509	484736	657.9	503
EOG092E059S	Complete	ctg18	104889	106244	382.3	303
EOG092E05AB	Complete	ctg8	81929	83308	242.4	240
EOG092E05DD	Missing
EOG092E05DP	Complete	ctg2	564387	566102	858.3	491
EOG092E05DQ	Missing
EOG092E05F1	Complete	ctg1	1344261	1346009	434.7	326
EOG092E05FO	Complete	ctg6	308928	310816	264.7	282
EOG092E05H5	Fragmented	ctg11	450239	458990	761.1	415
EOG092E05HV	Complete	ctg3	798005	799627	593.2	421
EOG092E05I1	Fragmented	ctg2	644460	656624	1044.0	580
EOG092E05IQ	Missing
EOG092E05IW	Complete	ctg14	307220	309211	801.9	532
EOG092E05JS	Complete	ctg11	298791	300464	889.8	465
EOG092E05JT	Complete	ctg5	237470	242600	406.5	321
EOG092E05JY	Complete	ctg12	507785	509465	717.3	423
EOG092E05KB	Complete	ctg3	127028	133615	369.7	500
EOG092E05KC	Complete	ctg1	576018	580088	415.7	400
EOG092E05KK	Complete	ctg1	1132934	1135070	540.4	420
EOG092E05KQ	Complete	ctg13	130241	132052	611.6	330
EOG092E05L7	Complete	ctg8	411501	414566	294.4	301
EOG092E05MH	Complete	ctg5	482377	484043	419.5	399
EOG092E05MI	Fragmented	ctg11	396428	407806	379.3	376
EOG092E05MO	Complete	ctg15	201914	203569	731.3	374
EOG092E05NH	Complete	ctg5	325643	332390	308.8	438
EOG092E05NY	Complete	ctg3	398052	399872	326.0	371
EOG092E05O2	Complete	ctg12	46405	48282	263.2	279
EOG092E05O6	Complete	ctg5	503959	505635	425.6	444
EOG092E05OW	Complete	ctg6	729810	732973	619.6	426
EOG092E05P8	Complete	ctg10	526214	532223	647.6	467
EOG092E05QU	Complete	ctg3	712540	724169	530.5	409
EOG092E05RC	Complete	ctg1	1420284	1421984	644.8	399
EOG092E05RD	Complete	ctg4	603859	605523	1013.8	500
EOG092E05RK	Complete	ctg9	346883	348433	191.5	298
EOG092E05RM	Complete	ctg1	838130	895538	887.4	795
EOG092E05RR	Fragmented	ctg7	501991	509443	806.4	584
EOG092E05S0	Complete	ctg6	61925	63918	627.4	374
EOG092E05S7	Fragmented	ctg2	733802	741418	1039.0	625
EOG092E05SD	Missing
EOG092E05SF	Complete	ctg5	82576	84512	422.8	398
EOG092E05SQ	Complete	ctg5	694135	695782	564.9	441
EOG092E05T0	Complete	ctg2	491088	492806	559.4	378
EOG092E05T9	Complete	ctg7	484170	519351	491.1	542
EOG092E05TM	Complete	ctg6	692366	693964	832.6	418
EOG092E05TZ	Complete	ctg4	174038	175906	507.8	426
EOG092E05U1	Complete	ctg14	200840	202627	913.1	518
EOG092E05U6	Complete	ctg3	561843	563516	1020.7	481
EOG092E05V6	Complete	ctg11	360456	362288	1136.1	560
EOG092E05VA	Complete	ctg3	868776	871458	430.7	387
EOG092E05VD	Complete	ctg8	491246	492946	663.4	391
EOG092E05VL	Complete	ctg11	510287	511843	623.8	398
EOG092E05XI	Complete	ctg13	262270	263817	906.9	466
EOG092E05XT	Duplicated	ctg3	849510	851639	1356.2	644
EOG092E05XT	Duplicated	ctg6	462898	465015	1358.9	644
EOG092E05YS	Complete	ctg2	793914	795170	466.0	334
EOG092E05YW	Complete	ctg11	512266	515137	640.7	688
EOG092E05YZ	Complete	ctg8	780487	782610	1015.8	660
EOG092E05ZW	Complete	ctg15	239643	241631	665.3	461
EOG092E0601	Complete	ctg7	349966	361896	1012.0	662
EOG092E0605	Complete	ctg1	1416944	1418608	389.5	331
EOG092E0617	Complete	ctg2	659715	661574	730.6	455
EOG092E061V	Complete	ctg11	255514	257244	842.8	459
EOG092E062S	Complete	ctg9	440618	442324	858.6	471
EOG092E0631	Complete	ctg11	290895	292654	451.3	359
EOG092E063Y	Complete	ctg2	727366	729498	911.5	577
EOG092E064E	Complete	ctg11	59157	64518	781.3	453
EOG092E0665	Missing
EOG092E0666	Missing
EOG092E066J	Missing
EOG092E0675	Complete	ctg6	284647	286188	707.2	436
EOG092E067I	Missing
EOG092E067T	Complete	ctg2	826206	827690	324.2	313
EOG092E067Y	Missing
EOG092E0682	Complete	ctg1	1221471	1222916	443.1	361
EOG092E0694	Missing
EOG092E06A7	Complete	ctg5	551092	552618	332.6	244
EOG092E06AG	Complete	ctg9	350913	352497	496.3	390
EOG092E06AQ	Complete	ctg12	115318	121639	753.1	438
EOG092E06BP	Complete	ctg12	418362	419805	280.4	336
EOG092E06BQ	Complete	ctg4	612497	614153	535.1	418
EOG092E06C4	Complete	ctg4	28885	33458	919.8	446
EOG092E06C7	Complete	ctg13	110965	112995	589.9	398
EOG092E06CM	Complete	ctg6	689658	691334	559.2	379
EOG092E06CS	Complete	ctg12	137141	138805	937.5	507
EOG092E06D0	Missing
EOG092E06E9	Fragmented	ctg6	532279	538852	760.8	396
EOG092E06EA	Complete	ctg11	176821	178394	116.8	255
EOG092E06EB	Complete	ctg6	500564	501825	98.5	142
EOG092E06ER	Complete	ctg10	406697	408720	884.3	462
EOG092E06FA	Fragmented	ctg1	392589	402499	199.8	215
EOG092E06FR	Complete	ctg5	421028	422527	671.8	388
EOG092E06GJ	Complete	ctg1	923539	925421	391.1	348
EOG092E06H4	Fragmented	ctg1	652498	659202	359.7	240
EOG092E06IF	Complete	ctg8	141266	143068	536.0	434
EOG092E06JL	Complete	ctg8	845644	847228	676.4	421
EOG092E06JP	Fragmented	ctg1	1047514	1056670	662.0	403
EOG092E06K1	Complete	ctg8	734770	736950	677.5	423
EOG092E06L1	Complete	ctg11	457335	458990	337.9	365
EOG092E06L7	Complete	ctg2	455891	457804	658.0	429
EOG092E06LH	Complete	ctg2	451713	453446	797.1	481
EOG092E06LU	Complete	ctg18	164024	165499	726.0	394
EOG092E06MJ	Complete	ctg8	827869	834254	126.7	332
EOG092E06MK	Complete	ctg1	929065	930711	827.9	434
EOG092E06MQ	Complete	ctg7	183103	184791	1017.6	521
EOG092E06NN	Fragmented	ctg1	158424	170182	823.5	492
EOG092E06NP	Complete	ctg3	897134	902918	427.9	371
EOG092E06OA	Complete	ctg4	706692	708053	545.5	342
EOG092E06PH	Complete	ctg1	1487275	1488746	481.0	346
EOG092E06Q4	Complete	ctg1	278705	280245	574.8	331
EOG092E06Q8	Complete	ctg14	351969	353642	969.6	495
EOG092E06Q9	Complete	ctg4	135774	137513	1023.7	519
EOG092E06QN	Complete	ctg16	157592	159142	362.1	348
EOG092E06S0	Complete	ctg11	327728	329305	752.1	421
EOG092E06SD	Fragmented	ctg9	29326	35769	522.3	345
EOG092E06T9	Complete	ctg1	29036	34959	582.0	514
EOG092E06TC	Missing
EOG092E06TH	Complete	ctg5	494114	500032	815.8	453
EOG092E06TP	Complete	ctg10	375207	376991	865.7	501
EOG092E06TU	Complete	ctg8	283390	284895	724.4	406
EOG092E06U2	Complete	ctg1	67757	68782	326.5	250
EOG092E06UL	Missing
EOG092E06UT	Fragmented	ctg5	580410	586468	305.0	280
EOG092E06UY	Complete	ctg4	480007	484494	936.7	453
EOG092E06V1	Complete	ctg1	1228790	1235213	442.8	363
EOG092E06VI	Complete	ctg6	125938	130278	406.4	420
EOG092E06VJ	Complete	ctg7	273752	276333	958.6	495
EOG092E06WY	Complete	ctg7	359318	361939	420.3	344
EOG092E06Y0	Complete	ctg1	198404	199990	940.3	480
EOG092E06Y1	Complete	ctg16	60485	62068	972.7	489
EOG092E06YV	Complete	ctg5	552889	555192	368.7	380
EOG092E06ZD	Complete	ctg8	1045500	1047233	365.7	373
EOG092E070S	Complete	ctg8	942695	947784	452.4	460
EOG092E0718	Complete	ctg16	147150	148673	553.3	386
EOG092E071T	Complete	ctg4	185894	187474	910.4	464
EOG092E0728	Complete	ctg2	800809	802146	422.1	345
EOG092E0734	Missing
EOG092E0737	Complete	ctg15	232506	239861	690.2	435
EOG092E073V	Complete	ctg7	428054	429838	677.2	507
EOG092E074D	Complete	ctg9	74752	76140	586.4	352
EOG092E074Q	Complete	ctg14	276159	278065	394.3	271
EOG092E075C	Complete	ctg5	760619	761920	850.2	383
EOG092E076J	Fragmented	ctg3	566341	577303	690.3	391
EOG092E076U	Complete	ctg1	838130	895289	854.0	792
EOG092E0778	Complete	ctg4	64880	66505	533.0	405
EOG092E077J	Complete	ctg1	173344	174912	492.6	428
EOG092E077X	Complete	ctg10	226377	227825	925.9	438
EOG092E0784	Complete	ctg5	409923	411383	562.0	437
EOG092E07A9	Complete	ctg3	910245	912854	668.3	566
EOG092E07AE	Complete	ctg14	53515	55263	475.9	350
EOG092E07AJ	Complete	ctg8	264943	266478	529.9	380
EOG092E07AL	Complete	ctg7	474936	479673	330.6	389
EOG092E07AQ	Complete	ctg13	258679	260241	625.3	391
EOG092E07AW	Complete	ctg2	381069	382838	881.9	518
EOG092E07B5	Fragmented	ctg4	762779	772837	574.6	361
EOG092E07BN	Complete	ctg6	150189	151770	497.4	397
EOG092E07DC	Complete	ctg12	108732	110150	675.3	430
EOG092E07DW	Complete	ctg13	107472	108628	268.8	292
EOG092E07DX	Complete	ctg18	114877	116283	337.3	282
EOG092E07EA	Complete	ctg12	244690	246306	728.0	458
EOG092E07EN	Complete	ctg8	497250	498680	426.0	411
EOG092E07ET	Complete	ctg16	28947	30895	796.7	508
EOG092E07FF	Complete	ctg11	259781	261445	791.3	456
EOG092E07FH	Duplicated	ctg10	210589	212562	827.5	492
EOG092E07FH	Duplicated	ctg7	219070	222712	743.4	494
EOG092E07FL	Complete	ctg1	1114402	1116032	217.3	323
EOG092E07IL	Complete	ctg5	738008	739315	639.1	357
EOG092E07IY	Complete	ctg11	527513	529042	623.4	374
EOG092E07K1	Fragmented	ctg4	519963	527256	606.0	461
EOG092E07KC	Complete	ctg12	335697	338938	525.0	433
EOG092E07L6	Complete	ctg1	329407	331323	352.6	367
EOG092E07LR	Complete	ctg4	288154	289527	609.8	343
EOG092E07MN	Complete	ctg9	402527	404624	520.9	420
EOG092E07MU	Complete	ctg1	971579	973063	367.9	349
EOG092E07O2	Fragmented	ctg1	1222157	1228504	677.8	350
EOG092E07OC	Complete	ctg6	363767	365302	801.2	430
EOG092E07OS	Complete	ctg12	135257	136648	857.5	419
EOG092E07PA	Complete	ctg5	661149	662609	617.2	352
EOG092E07PB	Complete	ctg9	367292	368791	867.3	435
EOG092E07Q1	Missing
EOG092E07Q7	Complete	ctg8	297084	298634	627.3	417
EOG092E07QB	Complete	ctg2	675826	677727	563.3	640
EOG092E07QD	Complete	ctg1	1426553	1428984	318.1	480
EOG092E07QL	Fragmented	ctg3	389955	396339	268.1	302
